"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SGP","GDP","TOT","USD_CAP","A","2012",82072.279162,
"SGP","GDP","TOT","USD_CAP","A","2013",83005.689686,
"SGP","GDP","TOT","USD_CAP","A","2014",84408.216516,
"SGP","GDP","TOT","USD_CAP","A","2015",86972.563073,
"SGP","GDP","TOT","USD_CAP","A","2016",89396.724443,
"SGP","GDP","TOT","USD_CAP","A","2017",94945.250892,
"SGP","GDP","TOT","USD_CAP","A","2018",101280.413499,
"EU27_2020","GDP","TOT","USD_CAP","A","2000",25567.559554,
"EU27_2020","GDP","TOT","USD_CAP","A","2001",26730.447854,
"EU27_2020","GDP","TOT","USD_CAP","A","2002",27641.902202,
"EU27_2020","GDP","TOT","USD_CAP","A","2003",28278.170355,
"EU27_2020","GDP","TOT","USD_CAP","A","2004",29463.299342,
"EU27_2020","GDP","TOT","USD_CAP","A","2005",30611.344526,
"EU27_2020","GDP","TOT","USD_CAP","A","2006",32275.604014,
"EU27_2020","GDP","TOT","USD_CAP","A","2007",34154.811492,
"EU27_2020","GDP","TOT","USD_CAP","A","2008",35139.170836,
"EU27_2020","GDP","TOT","USD_CAP","A","2009",33456.455783,
"EU27_2020","GDP","TOT","USD_CAP","A","2010",34638.817129,
"EU27_2020","GDP","TOT","USD_CAP","A","2011",35674.064262,
"EU27_2020","GDP","TOT","USD_CAP","A","2012",35834.108989,
"EU27_2020","GDP","TOT","USD_CAP","A","2013",36200.14669,
"EU27_2020","GDP","TOT","USD_CAP","A","2014",36981.314418,
"EU27_2020","GDP","TOT","USD_CAP","A","2015",38253.384173,
"EU27_2020","GDP","TOT","USD_CAP","A","2016",39222.741442,
"EU27_2020","GDP","TOT","USD_CAP","A","2017",40792.347588,
"EU27_2020","GDP","TOT","USD_CAP","A","2018",42138.419711,
"EU27_2020","GDP","TOT","USD_CAP","A","2019",43554.202788,
"EU27_2020","GDP","TOT","USD_CAP","A","2020",41584.424106,
