"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","POP","TOT","MLN_PER","A","2012",1308.27944943051,
"OECD","POP","TOT","MLN_PER","A","2013",1315.85083564141,
"OECD","POP","TOT","MLN_PER","A","2014",1324.11892843384,
"OECD","POP","TOT","MLN_PER","A","2015",1332.40833731347,
"OECD","POP","TOT","MLN_PER","A","2016",1340.85365645222,
"OECD","POP","TOT","MLN_PER","A","2017",1348.50398109332,
"OECD","POP","TOT","MLN_PER","A","2018",1356.05583645767,
"OECD","POP","TOT","MLN_PER","A","2019",1363.37281714722,
"OECD","POP","TOT","MLN_PER","A","2020",1368.99070771647,
"LVA","POP","TOT","MLN_PER","A","2000",2.367549,
"LVA","POP","TOT","MLN_PER","A","2001",2.337172,
"LVA","POP","TOT","MLN_PER","A","2002",2.310176,
"LVA","POP","TOT","MLN_PER","A","2003",2.287955,
"LVA","POP","TOT","MLN_PER","A","2004",2.263123,
"LVA","POP","TOT","MLN_PER","A","2005",2.238799,
"LVA","POP","TOT","MLN_PER","A","2006",2.218351,
"LVA","POP","TOT","MLN_PER","A","2007",2.200325,
"LVA","POP","TOT","MLN_PER","A","2008",2.177324,
"LVA","POP","TOT","MLN_PER","A","2009",2.141668,
"LVA","POP","TOT","MLN_PER","A","2010",2.097553,
"LVA","POP","TOT","MLN_PER","A","2011",2.05971,
"LVA","POP","TOT","MLN_PER","A","2012",2.034324,
"LVA","POP","TOT","MLN_PER","A","2013",2.012647,
"LVA","POP","TOT","MLN_PER","A","2014",1.993785,
"LVA","POP","TOT","MLN_PER","A","2015",1.977523,
"LVA","POP","TOT","MLN_PER","A","2016",1.959535,
"LVA","POP","TOT","MLN_PER","A","2017",1.942247,
"LVA","POP","TOT","MLN_PER","A","2018",1.92717,
"LVA","POP","TOT","MLN_PER","A","2019",1.913826,
"LVA","POP","TOT","MLN_PER","A","2020",1.900448,
"ARG","POP","TOT","MLN_PER","A","2000",36.783859,
"ARG","POP","TOT","MLN_PER","A","2001",37.156654,
"ARG","POP","TOT","MLN_PER","A","2002",37.537783,
"ARG","POP","TOT","MLN_PER","A","2003",37.927463,
"ARG","POP","TOT","MLN_PER","A","2004",38.325927,
"ARG","POP","TOT","MLN_PER","A","2005",38.733406,
"ARG","POP","TOT","MLN_PER","A","2006",39.127239,
"ARG","POP","TOT","MLN_PER","A","2007",39.52944,
"ARG","POP","TOT","MLN_PER","A","2008",39.940234,
"ARG","POP","TOT","MLN_PER","A","2009",40.359828,
"ARG","POP","TOT","MLN_PER","A","2010",40.788453,
"ARG","POP","TOT","MLN_PER","A","2011",41.26149,
"ARG","POP","TOT","MLN_PER","A","2012",41.733271,
"ARG","POP","TOT","MLN_PER","A","2013",42.202935,
"ARG","POP","TOT","MLN_PER","A","2014",42.6695,
"ARG","POP","TOT","MLN_PER","A","2015",43.131966,
"ARG","POP","TOT","MLN_PER","A","2016",43.590368,
"ARG","POP","TOT","MLN_PER","A","2017",44.044811,
"ARG","POP","TOT","MLN_PER","A","2018",44.494502,
"ARG","POP","TOT","MLN_PER","A","2019",44.938712,
"ARG","POP","TOT","MLN_PER","A","2020",45.376763,
"BGR","POP","TOT","MLN_PER","A","2000",8.170172,
"BGR","POP","TOT","MLN_PER","A","2001",8.0091415,
"BGR","POP","TOT","MLN_PER","A","2002",7.8371605,
"BGR","POP","TOT","MLN_PER","A","2003",7.7753265,
"BGR","POP","TOT","MLN_PER","A","2004",7.71686,
"BGR","POP","TOT","MLN_PER","A","2005",7.658972,
"BGR","POP","TOT","MLN_PER","A","2006",7.601022,
"BGR","POP","TOT","MLN_PER","A","2007",7.5453375,
"BGR","POP","TOT","MLN_PER","A","2008",7.4925605,
"BGR","POP","TOT","MLN_PER","A","2009",7.4444425,
"BGR","POP","TOT","MLN_PER","A","2010",7.3955985,
"BGR","POP","TOT","MLN_PER","A","2011",7.3483275,
"BGR","POP","TOT","MLN_PER","A","2012",7.305888,
"BGR","POP","TOT","MLN_PER","A","2013",7.2651145,
"BGR","POP","TOT","MLN_PER","A","2014",7.2239375,
"BGR","POP","TOT","MLN_PER","A","2015",7.177991,
"BGR","POP","TOT","MLN_PER","A","2016",7.1278215,
"BGR","POP","TOT","MLN_PER","A","2017",7.0759465,
"BGR","POP","TOT","MLN_PER","A","2018",7.0250365,
"BGR","POP","TOT","MLN_PER","A","2019",6.9757605,
"BGR","POP","TOT","MLN_PER","A","2020",6.934015,
"CRI","POP","TOT","MLN_PER","A","2000",3.872349,
"CRI","POP","TOT","MLN_PER","A","2001",3.953393,
"CRI","POP","TOT","MLN_PER","A","2002",4.022431,
"CRI","POP","TOT","MLN_PER","A","2003",4.086405,
"CRI","POP","TOT","MLN_PER","A","2004",4.151823,
"CRI","POP","TOT","MLN_PER","A","2005",4.215248,
"CRI","POP","TOT","MLN_PER","A","2006",4.278656,
"CRI","POP","TOT","MLN_PER","A","2007",4.34039,
"CRI","POP","TOT","MLN_PER","A","2008",4.40409,
"CRI","POP","TOT","MLN_PER","A","2009",4.469337,
"CRI","POP","TOT","MLN_PER","A","2010",4.533894,
"CRI","POP","TOT","MLN_PER","A","2011",4.592149,
"CRI","POP","TOT","MLN_PER","A","2012",4.65245893050581,
"CRI","POP","TOT","MLN_PER","A","2013",4.71316814141015,
"CRI","POP","TOT","MLN_PER","A","2014",4.77312993384446,
"CRI","POP","TOT","MLN_PER","A","2015",4.8322338134651,
"CRI","POP","TOT","MLN_PER","A","2016",4.89037945221625,
"CRI","POP","TOT","MLN_PER","A","2017",4.94748959332252,
"CRI","POP","TOT","MLN_PER","A","2018",5.00340195767213,
"CRI","POP","TOT","MLN_PER","A","2019",5.05800714721902,
"CRI","POP","TOT","MLN_PER","A","2020",5.11123821646865,
"HRV","POP","TOT","MLN_PER","A","2000",4.428075,
"HRV","POP","TOT","MLN_PER","A","2001",4.299642,
"HRV","POP","TOT","MLN_PER","A","2002",4.302174,
"HRV","POP","TOT","MLN_PER","A","2003",4.303399,
"HRV","POP","TOT","MLN_PER","A","2004",4.3046,
"HRV","POP","TOT","MLN_PER","A","2005",4.310145,
"HRV","POP","TOT","MLN_PER","A","2006",4.311159,
"HRV","POP","TOT","MLN_PER","A","2007",4.310217,
"HRV","POP","TOT","MLN_PER","A","2008",4.309705,
"HRV","POP","TOT","MLN_PER","A","2009",4.305181,
"HRV","POP","TOT","MLN_PER","A","2010",4.295427,
"HRV","POP","TOT","MLN_PER","A","2011",4.280622,
"HRV","POP","TOT","MLN_PER","A","2012",4.267558,
"HRV","POP","TOT","MLN_PER","A","2013",4.255689,
"HRV","POP","TOT","MLN_PER","A","2014",4.238389,
"HRV","POP","TOT","MLN_PER","A","2015",4.203604,
"HRV","POP","TOT","MLN_PER","A","2016",4.174349,
"HRV","POP","TOT","MLN_PER","A","2017",4.124531,
"HRV","POP","TOT","MLN_PER","A","2018",4.087843,
"HRV","POP","TOT","MLN_PER","A","2019",4.065253,
"HRV","POP","TOT","MLN_PER","A","2020",4.0477,
"CYP","POP","TOT","MLN_PER","A","2000",0.69402,
"CYP","POP","TOT","MLN_PER","A","2001",0.701537,
"CYP","POP","TOT","MLN_PER","A","2002",0.709631,
"CYP","POP","TOT","MLN_PER","A","2003",0.718305,
"CYP","POP","TOT","MLN_PER","A","2004",0.727977,
"CYP","POP","TOT","MLN_PER","A","2005",0.738541,
"CYP","POP","TOT","MLN_PER","A","2006",0.750964,
"CYP","POP","TOT","MLN_PER","A","2007",0.767128,
"CYP","POP","TOT","MLN_PER","A","2008",0.78663,
"CYP","POP","TOT","MLN_PER","A","2009",0.808038,
"CYP","POP","TOT","MLN_PER","A","2010",0.829444,
"CYP","POP","TOT","MLN_PER","A","2011",0.850882,
"CYP","POP","TOT","MLN_PER","A","2012",0.863945,
"CYP","POP","TOT","MLN_PER","A","2013",0.861938,
"CYP","POP","TOT","MLN_PER","A","2014",0.852511,
"CYP","POP","TOT","MLN_PER","A","2015",0.847662,
"CYP","POP","TOT","MLN_PER","A","2016",0.851559,
"CYP","POP","TOT","MLN_PER","A","2017",0.85952,
"CYP","POP","TOT","MLN_PER","A","2018",0.870071,
"CYP","POP","TOT","MLN_PER","A","2019",0.881949,
"CYP","POP","TOT","MLN_PER","A","2020",0.892828,
"LTU","POP","TOT","MLN_PER","A","2000",3.499534,
"LTU","POP","TOT","MLN_PER","A","2001",3.470817,
"LTU","POP","TOT","MLN_PER","A","2002",3.443066,
"LTU","POP","TOT","MLN_PER","A","2003",3.415209,
"LTU","POP","TOT","MLN_PER","A","2004",3.377073,
"LTU","POP","TOT","MLN_PER","A","2005",3.322525,
"LTU","POP","TOT","MLN_PER","A","2006",3.269903,
"LTU","POP","TOT","MLN_PER","A","2007",3.231297,
"LTU","POP","TOT","MLN_PER","A","2008",3.198234,
"LTU","POP","TOT","MLN_PER","A","2009",3.162911,
"LTU","POP","TOT","MLN_PER","A","2010",3.097292,
"LTU","POP","TOT","MLN_PER","A","2011",3.028119,
"LTU","POP","TOT","MLN_PER","A","2012",2.987773,
"LTU","POP","TOT","MLN_PER","A","2013",2.957689,
"LTU","POP","TOT","MLN_PER","A","2014",2.932366,
"LTU","POP","TOT","MLN_PER","A","2015",2.904908,
"LTU","POP","TOT","MLN_PER","A","2016",2.868234,
"LTU","POP","TOT","MLN_PER","A","2017",2.828398,
"LTU","POP","TOT","MLN_PER","A","2018",2.801541,
"LTU","POP","TOT","MLN_PER","A","2019",2.794135,
"LTU","POP","TOT","MLN_PER","A","2020",2.79489,
"MLT","POP","TOT","MLN_PER","A","2000",0.385808,
"MLT","POP","TOT","MLN_PER","A","2001",0.393028,
"MLT","POP","TOT","MLN_PER","A","2002",0.395969,
"MLT","POP","TOT","MLN_PER","A","2003",0.398582,
"MLT","POP","TOT","MLN_PER","A","2004",0.401263,
"MLT","POP","TOT","MLN_PER","A","2005",0.403825,
"MLT","POP","TOT","MLN_PER","A","2006",0.405311,
"MLT","POP","TOT","MLN_PER","A","2007",0.406725,
"MLT","POP","TOT","MLN_PER","A","2008",0.409377,
"MLT","POP","TOT","MLN_PER","A","2009",0.412474,
"MLT","POP","TOT","MLN_PER","A","2010",0.414509,
"MLT","POP","TOT","MLN_PER","A","2011",0.416264,
"MLT","POP","TOT","MLN_PER","A","2012",0.420033,
"MLT","POP","TOT","MLN_PER","A","2013",0.425968,
"MLT","POP","TOT","MLN_PER","A","2014",0.434557,
"MLT","POP","TOT","MLN_PER","A","2015",0.445056,
"MLT","POP","TOT","MLN_PER","A","2016",0.455356,
"MLT","POP","TOT","MLN_PER","A","2017",0.468005,
"MLT","POP","TOT","MLN_PER","A","2018",0.484634,
"MLT","POP","TOT","MLN_PER","A","2019",0.504059,
"MLT","POP","TOT","MLN_PER","A","2020",0.520193,
"ROU","POP","TOT","MLN_PER","A","2000",22.442973,
"ROU","POP","TOT","MLN_PER","A","2001",22.131974,
"ROU","POP","TOT","MLN_PER","A","2002",21.675775,
"ROU","POP","TOT","MLN_PER","A","2003",21.574365,
"ROU","POP","TOT","MLN_PER","A","2004",21.451845,
"ROU","POP","TOT","MLN_PER","A","2005",21.319673,
"ROU","POP","TOT","MLN_PER","A","2006",21.193749,
"ROU","POP","TOT","MLN_PER","A","2007",20.88298,
"ROU","POP","TOT","MLN_PER","A","2008",20.537848,
"ROU","POP","TOT","MLN_PER","A","2009",20.367437,
"ROU","POP","TOT","MLN_PER","A","2010",20.246798,
"ROU","POP","TOT","MLN_PER","A","2011",20.147657,
"ROU","POP","TOT","MLN_PER","A","2012",20.060182,
"ROU","POP","TOT","MLN_PER","A","2013",19.988694,
"ROU","POP","TOT","MLN_PER","A","2014",19.916451,
"ROU","POP","TOT","MLN_PER","A","2015",19.82225,
"ROU","POP","TOT","MLN_PER","A","2016",19.706424,
"ROU","POP","TOT","MLN_PER","A","2017",19.592933,
"ROU","POP","TOT","MLN_PER","A","2018",19.476713,
"ROU","POP","TOT","MLN_PER","A","2019",19.375835,
"ROU","POP","TOT","MLN_PER","A","2020",19.260218,
"SAU","POP","TOT","MLN_PER","A","2000",20.66384,
"SAU","POP","TOT","MLN_PER","A","2001",21.202646,
"SAU","POP","TOT","MLN_PER","A","2002",21.805322,
"SAU","POP","TOT","MLN_PER","A","2003",22.456645,
"SAU","POP","TOT","MLN_PER","A","2004",23.132686,
"SAU","POP","TOT","MLN_PER","A","2005",23.816175,
"SAU","POP","TOT","MLN_PER","A","2006",24.498313,
"SAU","POP","TOT","MLN_PER","A","2007",25.184589,
"SAU","POP","TOT","MLN_PER","A","2008",25.888535,
"SAU","POP","TOT","MLN_PER","A","2009",26.630303,
"SAU","POP","TOT","MLN_PER","A","2010",27.421468,
"SAU","POP","TOT","MLN_PER","A","2011",28.267591,
"SAU","POP","TOT","MLN_PER","A","2012",29.154906,
"SAU","POP","TOT","MLN_PER","A","2013",30.052058,
"SAU","POP","TOT","MLN_PER","A","2014",30.916603,
"SAU","POP","TOT","MLN_PER","A","2015",31.717676,
"SAU","POP","TOT","MLN_PER","A","2016",31.78758,
"SAU","POP","TOT","MLN_PER","A","2017",32.612641,
"SAU","POP","TOT","MLN_PER","A","2018",33.41366,
"SAU","POP","TOT","MLN_PER","A","2019",34.218169,
"SAU","POP","TOT","MLN_PER","A","2020",35.013414,
"SGP","POP","TOT","MLN_PER","A","2000",3.273363,
"SGP","POP","TOT","MLN_PER","A","2001",3.325902,
"SGP","POP","TOT","MLN_PER","A","2002",3.382944,
"SGP","POP","TOT","MLN_PER","A","2003",3.366891,
"SGP","POP","TOT","MLN_PER","A","2004",3.413266,
"SGP","POP","TOT","MLN_PER","A","2005",3.467814,
"SGP","POP","TOT","MLN_PER","A","2006",3.525894,
"SGP","POP","TOT","MLN_PER","A","2007",3.583082,
"SGP","POP","TOT","MLN_PER","A","2008",3.642659,
"SGP","POP","TOT","MLN_PER","A","2009",3.733876,
"SGP","POP","TOT","MLN_PER","A","2010",3.771721,
"SGP","POP","TOT","MLN_PER","A","2011",3.789251,
"SGP","POP","TOT","MLN_PER","A","2012",3.818205,
"SGP","POP","TOT","MLN_PER","A","2013",3.844751,
"SGP","POP","TOT","MLN_PER","A","2014",3.870739,
"SGP","POP","TOT","MLN_PER","A","2015",3.90269,
"SGP","POP","TOT","MLN_PER","A","2016",3.933559,
"SGP","POP","TOT","MLN_PER","A","2017",3.965796,
"SGP","POP","TOT","MLN_PER","A","2018",3.994283,
"SGP","POP","TOT","MLN_PER","A","2019",4.026209,
"SGP","POP","TOT","MLN_PER","A","2020",4.04421,
"WLD","POP","TOT","MLN_PER","A","2000",6143.493806,
"WLD","POP","TOT","MLN_PER","A","2001",6222.626531,
"WLD","POP","TOT","MLN_PER","A","2002",6301.773172,
"WLD","POP","TOT","MLN_PER","A","2003",6381.185141,
"WLD","POP","TOT","MLN_PER","A","2004",6461.159391,
"WLD","POP","TOT","MLN_PER","A","2005",6541.906956,
"WLD","POP","TOT","MLN_PER","A","2006",6623.517917,
"WLD","POP","TOT","MLN_PER","A","2007",6705.946643,
"WLD","POP","TOT","MLN_PER","A","2008",6789.088672,
"WLD","POP","TOT","MLN_PER","A","2009",6872.766988,
"WLD","POP","TOT","MLN_PER","A","2010",6956.823588,
"WLD","POP","TOT","MLN_PER","A","2011",7041.194168,
"WLD","POP","TOT","MLN_PER","A","2012",7125.827957,
"WLD","POP","TOT","MLN_PER","A","2013",7210.582041,
"WLD","POP","TOT","MLN_PER","A","2014",7295.290759,
"WLD","POP","TOT","MLN_PER","A","2015",7379.796967,
"WLD","POP","TOT","MLN_PER","A","2016",7464.021934,
"WLD","POP","TOT","MLN_PER","A","2017",7547.8589,
"WLD","POP","TOT","MLN_PER","A","2018",7631.091113,
"WLD","POP","TOT","MLN_PER","A","2019",7713.468205,
"WLD","POP","TOT","MLN_PER","A","2020",7794.798729,
"G20","POP","TOT","MLN_PER","A","2000",4138.0154445,
"G20","POP","TOT","MLN_PER","A","2001",4178.3302525,
"G20","POP","TOT","MLN_PER","A","2002",4218.3821345,
"G20","POP","TOT","MLN_PER","A","2003",4257.9758265,
"G20","POP","TOT","MLN_PER","A","2004",4297.396569,
"G20","POP","TOT","MLN_PER","A","2005",4336.938861,
"G20","POP","TOT","MLN_PER","A","2006",4376.581933,
"G20","POP","TOT","MLN_PER","A","2007",4416.7101835,
"G20","POP","TOT","MLN_PER","A","2008",4457.080463,
"G20","POP","TOT","MLN_PER","A","2009",4496.612681,
"G20","POP","TOT","MLN_PER","A","2010",4536.3359775,
"G20","POP","TOT","MLN_PER","A","2011",4573.175352,
"G20","POP","TOT","MLN_PER","A","2012",4610.5356055,
"G20","POP","TOT","MLN_PER","A","2013",4647.153284,
"G20","POP","TOT","MLN_PER","A","2014",4683.971155,
"G20","POP","TOT","MLN_PER","A","2015",4719.7444905,
"G20","POP","TOT","MLN_PER","A","2016",4754.5718455,
"G20","POP","TOT","MLN_PER","A","2017",4788.717194,
"G20","POP","TOT","MLN_PER","A","2018",4821.993415,
"G20","POP","TOT","MLN_PER","A","2019",4854.2278825,
"G20","POP","TOT","MLN_PER","A","2020",4883.5490975,
"EU27","POP","TOT","MLN_PER","A","2000",428.8463085,
"EU27","POP","TOT","MLN_PER","A","2001",429.346942,
"EU27","POP","TOT","MLN_PER","A","2002",430.374559,
"EU27","POP","TOT","MLN_PER","A","2003",432.0095695,
"EU27","POP","TOT","MLN_PER","A","2004",433.611123,
"EU27","POP","TOT","MLN_PER","A","2005",435.280217,
"EU27","POP","TOT","MLN_PER","A","2006",436.689066,
"EU27","POP","TOT","MLN_PER","A","2007",438.280271,
"EU27","POP","TOT","MLN_PER","A","2008",439.808678,
"EU27","POP","TOT","MLN_PER","A","2009",440.920562,
"EU27","POP","TOT","MLN_PER","A","2010",442.0678265,
"EU27","POP","TOT","MLN_PER","A","2011",441.251732,
"EU27","POP","TOT","MLN_PER","A","2012",441.9301045,
"EU27","POP","TOT","MLN_PER","A","2013",442.386216,
"EU27","POP","TOT","MLN_PER","A","2014",443.178304,
"EU27","POP","TOT","MLN_PER","A","2015",444.0612645,
"EU27","POP","TOT","MLN_PER","A","2016",444.9949875,
"EU27","POP","TOT","MLN_PER","A","2017",445.635488,
"EU27","POP","TOT","MLN_PER","A","2018",446.342322,
"EU27","POP","TOT","MLN_PER","A","2019",447.1999675,
"EU27","POP","TOT","MLN_PER","A","2020",447.5389285,
